id,data_reclamacao,estado,regiao,categoria,status,texto
157,2023-02-24,PR,Sul,Energia Elétrica,Em análise,A luz caiu na minha rua às 02h42 de 03/03/24 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
158,2024-01-08,GO,Centro-Oeste,Comércio Eletrônico,Resolvida,Eu comprei um produto na Shopee no dia 28.09.2023 e até agora não recebi. O prazo era de 10 dias e já se passaram 25. 😩🤬
159,2023-01-15,BA,Nordeste,Telecomunicações,Resolvida,Worst customer service ever. I tried to contact them five times with no answer. I want a refund.
160,2024-10-20,SC,Sul,Energia Elétrica,Em análise,A luz caiu na minha rua às 09h01 de 27-10-2024 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.  Espero solução urgente.
161,2024-01-28,AC,Norte,Comércio Eletrônico,Não resolvida,Worst customer service ever. I tried to contact them five times with no answer. I want a refund.
162,2024-07-30,RS,Sul,Comércio Eletrônico,Resolvida,Recebi o produto errado da Shopee: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.  Já não tenho paciência.
163,2023-08-02,MA,Nordeste,Comércio Eletrônico,Resolvida, 👎😤💸
164,2023-04-07,RR,Norte,Bancos e Cartões,Sem resposta da empresa,"Boa noite, rOUBARAM MEU CARTÃO E O Inter NÃO QUER ESTORNAR!!!!!!!!!!!! 3 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 83,39!!!!!!!!!!!! ABSURDO!!!!!!!!!!!!"
165,2023-10-23,BA,Nordeste,Bancos e Cartões,Resolvida,:(
166,2024-12-03,MS,Centro-Oeste,Telecomunicações,Não resolvida,Contratei portabilidade da Oi para a Tim e fiquei 60 dias sem linha funcionando. Perdi negócios importantes nesse período.
167,2024-08-02,SC,Sul,Saneamento,Resolvida,"Atendimento da Cedae é inaceitável, ninguém resolve nada."
168,2024-11-22,GO,Centro-Oeste,Bancos e Cartões,Não resolvida,Tive uma compra jamais reconhecida no valor de R$ 25 mil contestada há 90 dias e o Santander não retornou com nenhuma resposta.
169,2023-11-14,RJ,Sudeste,Telecomunicações,Resolvida,..!
170,2024-01-08,BA,Nordeste,Energia Elétrica,Resolvida,"Solicitei religação após pagamento da fatura no dia 19-06-2023 e até hoje, 5 dias depois, sigo sem energia."
171,2023-04-03,AM,Norte,Energia Elétrica,Sem resposta da empresa,Recebi conta de luz com valor de R$ 49376 este mês — três vezes maior que a média histórica mesmo sem mudança de hábitos A Celpe não explica
172,2023-09-06,RS,Sul,Telecomunicações,Resolvida,"A Oi aumentou a mensalidade do meu plano de R$ 472 para R$ 5.353,12 sem aviso prévio. Considero isso prática abusiva."
173,2024-12-26,BA,Nordeste,Bancos e Cartões,Resolvida,"Boa noite, solicitei o cancelamento do meu cartão de crédito no aplicativo do Santander e continuei recebendo cobranças de anuidade.  Espero solução urgente."
174,2023-04-19,MG,Sudeste,Seguros,Não resolvida,Tenho problemas recorrentes com a Porto Seguro há meses. Já não confio mais.  Aguardo retorno.
175,2024-05-21,SP,Sudeste,Telecomunicações,Sem resposta da empresa,"to com problema com a Claro a 10 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
176,2024-06-10,SC,Sul,Saneamento,Sem resposta da empresa,"Bom dia, atendimento da Caesb é inaceitável, ninguém resolve nada.  Quero cancelar tudo agora. Por favor entrem em contato no e-mail maria.silva@gmail.com."
177,2023-09-18,RJ,Sudeste,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 28 de abril e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito.  Quero cancelar tudo agora."
178,2023-04-18,SP,Sudeste,Saúde — Planos,Resolvida,"Em 12.05.2023, o Sulamérica negou cobertura para uma consulta de urgência alegando carência. Considero abusivo. Meu telefone para retorno: (21) 91234-5678."
179,2023-12-23,MT,Centro-Oeste,Saúde — Planos,Resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
180,2024-07-28,PA,Norte,Telecomunicações,Resolvida,SUPER SUPER INDIGNADA COM A Tim!! COBRANÇA INDEVIDA HÁ MESES E O ATENDIMENTO É PÉSSIMO. QUERO O ESTORNO IMEDIATO DOS R$ 49 mil COBRADOS!!!
181,2024-12-13,SP,Sudeste,Energia Elétrica,Não resolvida,"Solicitei religação após pagamento da fatura no dia 27.08.2024 e até hoje, 5 dias depois, sigo sem energia. 🤬"
182,2024-04-09,SE,Nordeste,Comércio Eletrônico,Resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 427,24.  Vou registrar no Procon."
183,2023-10-18,RJ,Sudeste,Comércio Eletrônico,Resolvida,Recebi o produto errado da Amazon: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
184,2024-06-01,PE,Nordeste,Educação,Não resolvida,"Atendimento da Yduqs é péssimo, ninguém resolve nada.  Atenciosamente."
185,2023-03-30,SP,Sudeste,Saúde — Planos,Resolvida,"plano negou meu exame de novo, ja é a 5a vez esse ano, isso é cobertura ou que? pago certinho todo mes"
186,2023-09-06,MG,Sudeste,Bancos e Cartões,Sem resposta da empresa,Eu tive uma compra jamais reconhecida no valor de R$ 42 mil contestada há 90 dias e o Bradesco não retornou com nenhuma resposta.
187,2023-07-31,SP,Sudeste,Energia Elétrica,Não resolvida,A luz caiu na minha rua às 09h32 de 29 de outubro e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
188,2024-06-02,SP,Sudeste,Comércio Eletrônico,Sem resposta da empresa,"produto nao chegou no prazo, ja faz 1 mes do prazo de entrega, queria muito esse geladeira pro aniversario do meu filho.  Não recomendo a empresa."
189,2024-12-22,DF,Centro-Oeste,Telecomunicações,Em análise,nao recomendo
190,2024-12-31,GO,Centro-Oeste,Imobiliário,Não resolvida,Tenho problemas recorrentes com a Tenda há meses. Já jamais confio mais.
191,2024-09-02,RJ,Sudeste,Saúde — Planos,Em análise,"plano negou meu exame de novo, ja é a 4a vez esse ano, isso é cobertura ou que? pago certinho todo mes."
192,2024-03-10,SC,Sul,Telecomunicações,Sem resposta da empresa,"cancelei o plano e continuam cobrando, ja é a 3a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear"
193,2024-02-07,GO,Centro-Oeste,Bancos e Cartões,Resolvida,"perdi meu cartao no domingo, liguei na hora pra bloquear, e mesmo assim fizeram compra de R$ 142,85 no shopping. quero meu dinheiro de volta urgente.  Espero solução urgente."
194,2024-07-11,SP,Sudeste,Comércio Eletrônico,Resolvida,"comprei uma TV de 122,78 reais na Magazine Luiza e quando chegou tava toda quebrada, mandei a foto e ngm resolve"
195,2024-04-25,AL,Nordeste,Imobiliário,Não resolvida,"Olá, tenho problemas recorrentes com a Direcional há meses. Já jamais confio mais."
196,2023-02-17,SC,Sul,Telecomunicações,Não resolvida,"Pésimo servicio, llamé tres veces y nadie me atendió correctamente."
197,2023-10-24,SP,Sudeste,Telecomunicações,Não resolvida,A Tim aumentou a mensalidade do meu plano de R$ 17 mil para R$ 30 mil sem aviso prévio. Considero isso prática abusiva. 🤬
198,2023-01-07,GO,Centro-Oeste,Comércio Eletrônico,Resolvida,PRODUTO CHEGOU QUEBRADO E A Shopee NÃO QUER RESPONSABILIZAR!!!!!!!!!!!! ABSURDO...  Espero solução urgente... 😠😤💸
199,2024-12-24,SC,Sul,Saneamento,Em análise,A Caesb jamais respondeu ao meu protocolo nº 4205918.  Não recomendo a empresa.
200,2023-05-24,MG,Sudeste,Bancos e Cartões,Sem resposta da empresa,"fizeram cobrança indevida no meu cartão, valor R$ 113, ja contestei 3 vezes e nada do banco Banco do Brasil responder, parece que tao querendo q eu desista.  Estou indignado."
201,2023-07-10,TO,Norte,Imobiliário,Resolvida,A Cyrela não respondeu ao meu protocolo nº 5985420.
202,2024-06-30,MA,Nordeste,Bancos e Cartões,Em análise,"Olá, rOUBARAM MEU CARTÃO E O Inter NÃO QUER ESTORNAR!!! 4 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 747,15!!! ABSURDO!!!"
203,2023-09-15,CE,Nordeste,Imobiliário,Resolvida,"Pésimo servicio, llamé tres veces y nadie me atendió correctamente."
204,2024-09-13,TO,Norte,Bancos e Cartões,Não resolvida,"O aplicativo do Bradesco fica fora do ar há 90 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
205,2023-04-02,SP,Sudeste,Bancos e Cartões,Não resolvida,Fui ao caixa eletrônico do Caixa no dia 19/06/2023 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.
206,2024-03-18,MG,Sudeste,Bancos e Cartões,Resolvida,"O aplicativo do Santander fica fora do ar há 14 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
207,2023-01-29,ES,Sudeste,Comércio Eletrônico,Resolvida,"Bom dia, recebi o produto errado da Submarino: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna."
208,2023-02-13,SC,Sul,Saúde — Planos,Resolvida,"plano negou meu exame de novo, ja é a 3a vez esse ano, isso é cobertura ou que? pago certinho todo mes"
209,2023-08-09,BA,Nordeste,Seguros,Resolvida,"Boa tarde, tenho problemas recorrentes com a SulAmérica há meses. Já nunca confio mais.  Estou indignado."
210,2023-11-16,MG,Sudeste,Telecomunicações,Resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
211,2024-10-16,RJ,Sudeste,Comércio Eletrônico,Resolvida,Comprei um produto na Submarino no dia 06/08/24 e até agora não recebi. O prazo era de 10 dias e já se passaram 25.
212,2023-10-30,RR,Norte,Saúde — Planos,Resolvida,"plano negou meu exame de novo, ja é a 6a vez esse ano, isso é cobertura ou que? pago certinho todo mes"
213,2023-04-27,SP,Sudeste,Energia Elétrica,Em análise,"Recebi conta de luz com valor de R$ 276,21 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Celpe não explica.  Já não tenho paciência. Por favor entrem em contato no e-mail carlos@uol.com.br."
214,2023-07-09,PB,Nordeste,Imobiliário,Resolvida,"Prezados, a Tenda jamais respondeu ao meu protocolo nº 8264930.  Vou processar a empresa."
215,2023-05-10,RJ,Sudeste,Telecomunicações,Não resolvida,"Boa noite, solicitei o cancelamento do plano em 10/06/2023 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito."
216,2023-07-17,RJ,Sudeste,Telecomunicações,Resolvida,"A Net aumentou a mensalidade do meu plano de R$ 189 para R$ 53,24 sem aviso prévio. Considero isso prática abusiva."
217,2023-07-20,SP,Sudeste,Saúde — Planos,Em análise,"Bradesco Saúde demorou 90 dias pra autorizar uma cirurgia de urgencia, isso é jogar com a vida das pessoas"
218,2024-02-07,AC,Norte,Saneamento,Em análise,A Caesb nunca respondeu ao meu protocolo nº 2794422
219,2023-06-03,SP,Sudeste,Bancos e Cartões,Não resolvida,"Tomei um empréstimo no Itaú e os juros foram aplicados em valor diferente do contratado — pagaria R$ 271, está vindo R$ 54,31."
220,2023-01-25,SP,Sudeste,Bancos e Cartões,Sem resposta da empresa,Worst customer service ever. I tried to contact them five times with no answer. I want a refund.
221,2024-08-19,PI,Nordeste,Bancos e Cartões,Resolvida,"Prezados, solicitei o cancelamento do meu cartão de crédito no aplicativo do Caixa e continuei recebendo cobranças de anuidade. Meu telefone para retorno: (31) 99988-7766."
222,2024-01-22,AM,Norte,Telecomunicações,Resolvida,"Liguei pra Vivo pra pedir suporte tecnico e ninguem entende oq eu falo, parece q tao lendo um script, ja perdi a tarde inteira.  Não recomendo a empresa."
223,2024-10-13,PA,Norte,Comércio Eletrônico,Em análise,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
224,2024-01-04,CE,Nordeste,Comércio Eletrônico,Resolvida,péssima loja
225,2024-05-27,TO,Norte,Saúde — Planos,Não resolvida,"to tentando marcar consulta a meses, nao tem vaga em lugar nenhum, e o plano só sobe o preço todo ano"
226,2023-05-21,PE,Nordeste,Bancos e Cartões,Não resolvida,A taxa de juros do cheque especial saltou de 4% para 20% sem aviso prévio. Me sinto enganada como cliente há mais de 10 anos.
227,2024-05-31,SP,Sudeste,Telecomunicações,Não resolvida,pessimo
228,2023-07-07,SP,Sudeste,Telecomunicações,Em análise,A internet caiu há 10 dias e a Tim nunca dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
229,2024-10-27,MG,Sudeste,Energia Elétrica,Não resolvida,"Boa tarde, recebi conta de luz com valor de R$ 6.827,31 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Celpe nunca explica.  Quero cancelar tudo agora."
230,2023-08-13,SP,Sudeste,Comércio Eletrônico,Sem resposta da empresa,Recebi o produto errado da Kabum: pedi um notebook e veio um carregador. Pedi a troca há duas esses dias e ninguém retorna.
231,2023-09-27,MA,Nordeste,Telecomunicações,Resolvida,SUPER SUPER INDIGNADA COM A SKY!!!!!!!! COBRANÇA INDEVIDA HÁ MESES E O ATENDIMENTO É PÉSSIMO... QUERO O ESTORNO IMEDIATO DOS R$ 45 mil COBRADOS!!!!!!!!!!!!
232,2024-11-18,PR,Sul,Energia Elétrica,Resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo que tinha na geladeira e a CPFL nao da satisfação"
233,2024-09-13,MG,Sudeste,Comércio Eletrônico,Não resolvida,Recebi o produto errado da Kabum: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
234,2023-11-26,RJ,Sudeste,Bancos e Cartões,Não resolvida,lixo de banco
235,2024-05-01,SP,Sudeste,Telecomunicações,Resolvida,"Solicitei o estorno do valor R$ 8.498,50

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
236,2024-05-23,GO,Centro-Oeste,Comércio Eletrônico,Não resolvida,FAZ 60 DIAS QUE NÃO RECEBO MEU PEDIDO!!!!!!!!!!!! A Casas Bahia É UMA VERGONHA!!!!!!!!!!!! VOU ENTRAR NA JUSTIÇA...  Aguardo retorno...
237,2024-06-26,AM,Norte,Saúde — Planos,Em análise,Boa noite rEAJUSTE DE 22% NO MEU PLANO Hapvida ISSO É ABUSIVO
238,2023-12-25,ES,Sudeste,Transporte Aéreo,Sem resposta da empresa,"voo atrasou 8 horas, perdi conexao, a LATAM nao deu nem agua direito, isso é desrespeito com o consumidor"
239,2023-11-14,RS,Sul,Energia Elétrica,Não resolvida,"Solicitei religação após pagamento da fatura no dia 12/01/23 e até hoje, 5 dias depois, sigo sem energia."
240,2023-07-15,BA,Nordeste,Energia Elétrica,Não resolvida,"Recebi conta de luz com valor de R$ 4.449,98 este mês — três vezes maior q a média histórica, mesmo sem mudança de hábitos. A Celpe não explica.  Espero solução urgente."
241,2023-05-26,CE,Nordeste,Energia Elétrica,Resolvida,"Boa tarde, eSTOU SEM LUZ HÁ 3 DIAS!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!! É UMA QUESTÃO DE SAÚDE.  Estou indignado."
242,2024-03-26,RJ,Sudeste,Imobiliário,Resolvida,Tenho problemas recorrentes com a Tenda há meses. Já jamais confio mais.  Já não tenho paciência.
243,2023-02-14,MG,Sudeste,Comércio Eletrônico,Não resolvida,"Comprei um geladeira na Shopee, paguei R$ 25 mil, e o produto chegou diferente do anunciado. Eu já tentei resolver pela central e fui ignorado."
244,2024-12-16,SP,Sudeste,Saúde — Planos,Em análise,Estou tentando agendar uma consulta com cardiologista pelo Bradesco Saúde há 6 um tempão e não há vagas em nenhum dos prestadores credenciados.  Já não tenho paciência.
245,2023-02-22,SC,Sul,Comércio Eletrônico,Resolvida,"Solicitei o estorno do valor R$ 893,30

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
246,2023-06-17,RJ,Sudeste,Telecomunicações,Sem resposta da empresa,Contratei portabilidade da Tim para a Vivo e fiquei 7 dias sem linha funcionando. Perdi negócios importantes nesse período.
247,2024-02-06,PR,Sul,Telecomunicações,Resolvida,"SUPER SUPER INDIGNADA COM A Oi!!!!!!!! COBRANÇA INDEVIDA HÁ MESES E O ATENDIMENTO É PÉSSIMO... QUERO O ESTORNO IMEDIATO DOS R$ 38,74 COBRADOS...  Atenciosamente..."
248,2024-01-04,ES,Sudeste,Saúde — Planos,Resolvida,"Bradesco Saúde demorou 30 dias pra autorizar uma cirurgia de urgencia, isso é jogar com a vida das pessoas"
249,2023-12-05,PR,Sul,Saneamento,Em análise,"Atendimento da Sabesp é péssimo, ninguém resolve nada.  Aguardo retorno."
250,2023-03-12,CE,Nordeste,Transporte Aéreo,Sem resposta da empresa,Minha bagagem foi extraviada no voo de 12 de dezembro e a Azul se recusa a indenizar pelo valor declarado 😠😩💸
251,2023-10-05,MG,Sudeste,Bancos e Cartões,Não resolvida,"fizeram cobrança indevida no meu cartão, valor R$ 533,95, ja contestei 6 vezes e nada do banco Caixa responder, parece que tao querendo q eu desista"
252,2024-11-25,AP,Norte,Transporte Aéreo,Em análise,Voo da Gol cancelado sem aviso prévio em 22/02/2024. Perdi compromisso de trabalho importante e até hoje não obtive reembolso.
253,2024-10-02,AM,Norte,Seguros,Não resolvida,"Bom dia, a Bradesco Seguros não respondeu ao meu protocolo nº 6268303."
254,2024-07-15,ES,Sudeste,Saúde — Planos,Resolvida,"O Bradesco Saúde cancelou meu plano alegando inadimplência, mas tenho todos os comprovantes de pagamento em dia."
255,2024-02-16,SP,Sudeste,Bancos e Cartões,Não resolvida,lixo de banco
256,2024-06-19,RS,Sul,Bancos e Cartões,Não resolvida,Fui ao caixa eletrônico do Banco do Brasil no dia 29.10.2023 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.  Espero solução urgente.
257,2023-01-20,MG,Sudeste,Telecomunicações,Resolvida,"Liguei pra SKY pra pedir suporte tecnico e ninguem entende oq eu falo, parece q tao lendo um script, ja perdi a tarde inteira"
258,2024-11-22,MG,Sudeste,Telecomunicações,Não resolvida,A internet caiu há 10 dias e a Oi não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
259,2023-06-15,MG,Sudeste,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 06/01/2023 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito."
260,2024-06-22,AM,Norte,Seguros,Resolvida,
